,id,artists,name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,4Hf6kEGsZmIdTzar565Gn1,23,Selfmade,hiphop,0.436,0.552,9,-12.551,0,0.331,0.18,0.0,0.0567,0.846,91.067,131244,1
1,3CgP1CxtvZgIYomCNuP5jG,Sickan,GET THE POINT,hiphop,0.961,0.62,10,-8.978,0,0.241,0.514,0.000281,0.113,0.685,124.017,178064,4
2,7kfL2aZ4AuhkTEEDwhK83f,Yasin,On Sight,hiphop,0.79,0.665,11,-6.385,0,0.121,0.214,0.0276,0.118,0.375,168.033,130000,4
3,2g8HN35AnVGIk7B8yMucww,The Notorious B.I.G.,Big Poppa - 2005 Remaster,hiphop,0.78,0.575,9,-7.247,0,0.273,0.43,0.0,0.143,0.773,84.492,252747,4
4,503OTo2dSqe7qk76rgsbep,Dr. Dre & Snoop Dogg,Still D.R.E.,hiphop,0.816,0.775,11,-3.323,1,0.234,0.16,0.00031,0.0543,0.527,93.431,270587,4
5,1AHfovSnGPVYKaahRtA0U6,Nas,The Message,hiphop,0.614,0.543,5,-7.178,1,0.374,0.00776,3.28e-05,0.383,0.485,178.422,234093,4
6,4wEbikMfcSFAukCbbL06si,Ice Cube,No Vaseline,hiphop,0.575,0.927,4,-5.511,0,0.395,0.0383,0.0,0.0623,0.473,105.567,313547,4
7,4Li2WHPkuyCdtmokzW2007,JAY-Z & Kanye West,Ni**as In Paris,hiphop,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,219333,4
8,6KIKRz9eSTXdNsGUnomdtW,N.W.A.,Straight Outta Compton,hiphop,0.834,0.878,8,-9.484,1,0.15,0.0461,0.0,0.334,0.418,102.848,258688,4
9,1Sgj10byiGzPpI2IrXSFEn,Wu-Tang Clan & RZA & Method Man & Inspectah Deck & Raekwon & U-God & Ol' Dirty Bastard & Ghostface Killah & GZA,"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",hiphop,0.817,0.552,8,-10.8,0,0.385,0.0318,7.01e-06,0.826,0.808,102.011,291067,4
10,2KFg8kjYy0rYjWsXGhEQHN,The Notorious B.I.G.,Who Shot Ya? - 2005 Remaster,hiphop,0.831,0.682,7,-5.697,1,0.238,0.256,0.0,0.494,0.6,91.771,319360,4
11,4anqYZt4APNlFwQixpbdZR,Method Man & Redman,Da Rockwilder,hiphop,0.612,0.659,6,-6.995,0,0.406,0.0137,0.0,0.417,0.393,99.137,136093,4
12,561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,hiphop,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,250760,4
13,7G3lxTsMfSx4yarMkfgnTC,Nas,The World Is Yours,hiphop,0.678,0.794,10,-6.186,0,0.14,0.274,1.68e-06,0.124,0.54,87.374,290573,4
14,0XRbYXQUymj9SJkrr8YK5B,2Pac,Keep Ya Head Up,hiphop,0.598,0.732,4,-7.013,1,0.425,0.144,0.0,0.508,0.595,172.329,262507,4
15,2Ih217RCGAmyQR68Nn7Cqo,Ice Cube,You Know How We Do It,hiphop,0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,232773,4
16,28AvvchUP85ihRe9xCzcfB,EPMD,Da Joint,hiphop,0.734,0.466,10,-8.658,0,0.464,0.243,0.0,0.106,0.788,89.318,208360,4
17,6sCtddSFg3foJn4K2pIhfQ,Makaveli,Hail Mary,hiphop,0.696,0.636,10,-6.915,0,0.335,0.158,1.28e-05,0.338,0.358,81.593,309800,4
18,7KwZNVEaqikRSBSpyhXK2j,The Notorious B.I.G.,Hypnotize - 2014 Remaster,hiphop,0.901,0.697,9,-3.439,1,0.28,0.145,0.0,0.287,0.67,93.941,229827,4
19,15qrWkkYCfmtu1uRpGf48L,Eminem,White America,hiphop,0.558,0.615,1,-5.641,1,0.229,0.0103,0.0,0.105,0.16,76.673,324547,4
20,1dF5Y2dd7Wm4wZKvVjWBpr,Bone Thugs-N-Harmony,1st of Tha Month,hiphop,0.729,0.581,5,-8.235,0,0.18,0.0777,3.81e-06,0.696,0.508,74.038,314680,4
21,0trHOzAhNpGCsGBEu7dOJo,Nas,N.Y. State of Mind,hiphop,0.665,0.91,6,-4.682,0,0.223,0.0394,0.0,0.227,0.887,84.099,293973,4
22,5g9lS8deSIxItFBmZRC4vN,2Pac,Ambitionz Az A Ridah,hiphop,0.801,0.91,2,-6.566,1,0.225,0.00239,0.000891,0.0737,0.805,87.277,278387,4
23,1BKT2I9x4RGKaKqW4up34s,DMX,Ruff Ryders' Anthem,hiphop,0.88,0.577,10,-8.093,0,0.302,0.0564,1.02e-06,0.201,0.74,90.991,214440,4
24,4H3eeEecmb1lIqUfo99d8G,Makaveli,To Live And Die In L.A.,hiphop,0.579,0.818,9,-7.635,0,0.313,0.241,0.0,0.775,0.753,173.832,273427,4
25,0zO8ctW0UiuOefR87OeJOZ,ScHoolboy Q & Kendrick Lamar,Collard Greens,hiphop,0.825,0.575,11,-4.87,1,0.0633,0.025,9.94e-06,0.205,0.65,153.954,299960,4
26,3iVcZ5G6tvkXZkZKlMpIUs,Kendrick Lamar,Alright,hiphop,0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,219333,4
27,2p9sprAX27D6U5cuSE9NsM,Rakim,When I B On Tha Mic,hiphop,0.836,0.484,2,-7.332,1,0.327,0.0454,0.0,0.0557,0.839,95.941,222933,4
28,5Tl0HJvynZtKdSUMKbFVVX,JAY-Z,Hard Knock Life (Ghetto Anthem),hiphop,0.884,0.679,10,-5.857,0,0.282,0.0957,0.00209,0.0289,0.591,76.993,238467,4
29,0Z2J91b2iTGLVTZC4fKgxf,2Pac & Outlawz,Hit 'Em Up - Single Version,hiphop,0.916,0.844,7,-3.967,1,0.236,0.0394,0.0,0.0778,0.586,95.19,312627,4
30,5PQmSHzWnlgG4EBuIqjac2,Nas & Ms. Lauryn Hill,If I Ruled the World (Imagine That) (feat. Lauryn Hill),hiphop,0.879,0.564,10,-7.682,0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,282373,4
31,3bOvAqhaZNSWpGVIvHEx8B,The Notorious B.I.G.,Everyday Struggle - 2005 Remaster,hiphop,0.913,0.712,1,-6.455,0,0.265,0.0643,0.00176,0.117,0.449,96.145,319320,4
32,7BMO7O7ImjV8HNTH74Tshv,Eminem,Cleanin' Out My Closet,hiphop,0.908,0.758,9,-4.753,0,0.174,0.0687,0.0,0.0783,0.87,148.015,297840,4
33,3ABG1UQTk0eLYUAeWkmfMi,Ol' Dirty Bastard,Shimmy Shimmy Ya,hiphop,0.814,0.481,0,-5.183,1,0.245,0.097,3.83e-05,0.0495,0.193,96.252,161400,4
34,2vfvGlqCB7oertO5VLE0sz,Outkast,ATLiens,hiphop,0.918,0.734,11,-2.832,0,0.269,0.0296,8.01e-06,0.191,0.608,97.044,230693,4
35,1qZqFtSINOOmjYH1UE9805,2Pac,Life Goes On,hiphop,0.644,0.846,7,-5.443,1,0.275,0.124,0.0,0.353,0.503,79.182,301600,4
36,41bIQPBE1lFN0mmw6Lmssz,50 Cent & Nate Dogg,21 Questions,hiphop,0.576,0.807,6,-3.908,0,0.317,0.353,0.000363,0.0512,0.908,90.012,224427,4
37,6DPrhGVJ1WTZvM9fKptnGe,Nas,Represent,hiphop,0.708,0.832,1,-4.964,1,0.318,0.02,2.8e-06,0.189,0.618,92.428,252600,4
38,19FsxX4RthRMZGfXkImdCb,The Notorious B.I.G.,Notorious Thugs - 2014 Remaster,hiphop,0.704,0.873,11,-4.057,0,0.144,0.121,5.12e-06,0.24,0.742,154.914,366880,4
39,7qHAjAL7CpadaZLamuBZRm,Bone Thugs-N-Harmony,Thuggish Ruggish Bone,hiphop,0.683,0.74,11,-6.041,0,0.0462,0.00228,0.0,0.238,0.65,129.515,281773,4
40,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,hiphop,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,290320,4
41,5ujh1I7NZH5agbwf7Hp8Hc,Kendrick Lamar,Swimming Pools (Drank) - Extended Version,hiphop,0.716,0.485,1,-7.745,1,0.404,0.123,2.69e-05,0.604,0.26,74.132,313787,4
42,5stZnlPMYz3Ba8Hbo3ajlP,Xzibit,X,hiphop,0.936,0.678,4,-3.012,0,0.21,0.0795,0.0,0.0838,0.822,96.911,255640,4
43,3JdyhQORbJkCWT8xfLd8gD,Eazy-E & Ice Cube & DJ Yella,Boyz-N-The-Hood - Remix,hiphop,0.837,0.692,7,-4.251,1,0.337,0.0383,0.0,0.212,0.805,87.775,379733,4
44,3gY6tiCNsuVi6s8kPV6aQg,Nas,Nas Is Like,hiphop,0.634,0.845,11,-5.058,0,0.352,0.00602,5.29e-06,0.0598,0.929,94.0,237027,4
45,3ia3dJETSOllPsv3LJkE35,2Pac & Roger & Dr. Dre,California Love - Original Version,hiphop,0.763,0.85,7,-3.052,1,0.0417,0.0304,1.21e-06,0.371,0.761,91.519,284907,4
46,2qOm7ukLyHUXWyR4ZWLwxA,Ice Cube,It Was A Good Day,hiphop,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,260000,4
47,1Z7C8ClE8UEaH70jCCeJH2,The Notorious B.I.G.,Ten Crack Commandments - 2014 Remaster,hiphop,0.612,0.85,1,-4.703,1,0.5,0.0393,0.0,0.255,0.781,173.497,204027,4
48,3F3R4uyTMkX9jRCEVVmdz6,Method Man,Bring The Pain,hiphop,0.835,0.456,6,-10.195,0,0.266,0.38,0.00359,0.16,0.224,101.889,189760,4
49,7bHT9osSq1rwT2yaImzqCi,Eminem & Lil Wayne,No Love,hiphop,0.522,0.932,11,-2.87,1,0.255,0.119,0.0,0.177,0.33,129.473,299507,4
50,2WfaOiMkCvy7F5fcp2zZ8L,a-ha,Take on Me,pop,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,4
51,3ZFTkvIE7kyPt6Nu3PEa7V,Shakira & Wyclef Jean,Hips Don't Lie (feat. Wyclef Jean),pop,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,218093,4
52,2374M0fQpWi3dLnB54qaLX,TOTO,Africa,pop,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,4
53,6I9VzXrHxO9rA9A5euc8Ak,Britney Spears,Toxic,pop,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4
54,1Je1IMUlBXcx1Fz0WE7oPT,Spice Girls,Wannabe,pop,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,173027,4
55,60nZcImufyMA1MKQY3dcCH,Pharrell Williams,"Happy - From ""Despicable Me 2""",pop,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,232720,4
56,0HPD5WQqrq7wPWR7P7Dw1i,Kesha,TiK ToK,pop,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,199693,4
57,1EzrEOXmMH3G43AXT1y7pA,Jason Mraz,I'm Yours,pop,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,242947,4
58,2CEgGE6aESpnmtfiZwYlbV,Taio Cruz,Dynamite,pop,0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,202613,4
59,4wH4dJgrsxONID6KS2tDQM,Nelly Furtado,Maneater,pop,0.796,0.777,6,-4.81,1,0.0397,0.0261,0.000358,0.121,0.787,132.722,258893,4
60,5xEM5hIgJ1jjgcEBfpkt2F,Avril Lavigne,Complicated,pop,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4
61,2Cd9iWfcOpGDHLz6tVA3G4,Shakira & Freshlyground,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),pop,0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988,202627,4
62,0gmbgwZ8iqyMPmXefof8Yf,Nickelback,How You Remind Me,pop,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,223840,4
63,6ECp64rv50XVz93WvxXMGF,Maroon 5,This Love,pop,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,206200,4
64,3DamFFqW32WihKkTVlwTYQ,Owl City,Fireflies,pop,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,228347,4
65,3MjUtNVVq3C8Fn0MP3zhXa,Britney Spears,...Baby One More Time,pop,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4
66,0xmjwnQ3FNE6HuWCt2nHdZ,Black Eyed Peas,Where Is The Love?,pop,0.834,0.699,5,-3.222,1,0.178,0.111,0.0,0.131,0.809,94.086,272533,4
67,0cGG2EouYCEEC3xfa0tDFV,Soft Cell,Tainted Love,pop,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,153800,4
68,4bJygwUKrRgq1stlNXcgMg,t.A.T.u.,All The Things She Said,pop,0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,214440,4
69,7ygpwy2qP3NbrxVkHvUhXY,Oasis,Wonderwall - Remastered,pop,0.375,0.893,2,-4.097,1,0.0406,0.000509,0.0,0.187,0.434,174.323,258773,4
70,6naxalmIoLFWR0siv8dnQQ,Britney Spears,Oops!...I Did It Again,pop,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,4
71,4w1lzcaoZ1IC2K5TwjalRP,Vanessa Carlton,A Thousand Miles,pop,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,237493,4
72,00Mb3DuaIH1kjrwOku9CGU,Avril Lavigne,Sk8er Boi,pop,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000,4
73,3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,pop,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333,4
74,1NhPKVLsHhFUHIOZ32QnS2,OneRepublic,Secrets,pop,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,224693,4
75,7ElF5zxOwYP4qVSWVvse3W,Taio Cruz,Break Your Heart,pop,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01,201547,4
76,5hnyJvgoWiQUYZttV4wXy6,Snow Patrol,Chasing Cars,pop,0.56,0.595,9,-4.53,1,0.0274,0.199,6.47e-05,0.132,0.144,104.011,267960,4
77,2lnzGkdtDj5mtlcOW2yRtG,Shakira,"Whenever, Wherever",pop,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,196160,4
78,4fXGWiVhlOLdhwRDP6pIFG,Fools Garden,Lemon Tree,pop,0.663,0.475,1,-8.834,1,0.0417,0.643,0.0,0.122,0.644,143.175,191027,4
79,6lV2MSQmRIkycDScNtrBXO,B.o.B & Hayley Williams,Airplanes (feat. Hayley Williams of Paramore),pop,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,180480,4
80,4JGKZS7h4Qa16gOU3oNETV,The Cranberries,Dreams,pop,0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661,271560,4
81,3GpbwCm3YxiWDvy29Uo3vP,Flo Rida,Right Round,pop,0.72,0.672,7,-6.852,1,0.0551,0.009,0.0,0.232,0.705,124.986,204640,4
82,7FDV5ELOJHCGLe52AnttEd,Shaggy & Rayvon,Angel,pop,0.74,0.766,6,-2.939,1,0.178,0.116,0.0,0.0406,0.807,170.531,235133,4
83,1z3ugFmUKoCzGsI6jdY4Ci,Madonna,Like a Prayer,pop,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,342680,4
84,52LJ3hyknOijCrE5gCD0rE,Gigi D'Agostino,L'Amour Toujours,pop,0.638,0.877,7,-4.449,1,0.0302,0.0771,0.0221,0.364,0.743,139.052,242053,4
85,3ibKnFDaa3GhpPGlOUj7ff,Mario,Let Me Love You,pop,0.656,0.578,7,-8.97,0,0.0922,0.235,0.0,0.118,0.556,94.514,256733,4
86,66ZcOcouenzZEnzTJvoFmH,Gwen Stefani & Akon,The Sweet Escape,pop,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,246467,4
87,1SssFw74DdHVjRa6ADggdD,Inner Circle,Sweat (A La La La La Long),pop,0.787,0.728,0,-7.705,1,0.218,0.0124,0.0,0.157,0.94,173.026,227067,4
88,2Ms33RTRCT6gArrpcrPxmo,Robbie Williams,Feel,pop,0.599,0.732,5,-6.843,1,0.026,0.0145,0.000467,0.143,0.295,97.997,263867,4
89,3TGRqZ0a2l1LRblBkJoaDx,Carly Rae Jepsen,Call Me Maybe,pop,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,4
90,46RVKt5Edm1zl0rXhPJZxz,Men At Work,Down Under,pop,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,220867,4
91,11mwFrKvLXCbcVGNxffGyP,Christina Aguilera,Genie In a Bottle,pop,0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716,217573,4
92,3QHONiXGMGU3z68mQInncF,Diddy & Faith Evans & 112,I'll Be Missing You (feat. 112),pop,0.862,0.479,7,-9.199,1,0.0645,0.0523,0.00126,0.589,0.924,109.877,301520,4
93,2IHaGyfxNoFPLJnaEg4GTs,Haddaway,"What Is Love - 7"" Mix",pop,0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,270373,4
94,3kMrazSvILsgcwtidZd1Qd,La Roux,Bulletproof,pop,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733,4
95,2Mpj1Ul5OFPyyP4wB62Rvi,Destiny's Child,Survivor,pop,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,254027,4
96,4P0osvTXoSYZZC2n8IFH3c,Maroon 5 & Wiz Khalifa,Payphone,pop,0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,231387,4
97,4T4NLIMypdmyUwK54jECk4,JoJo,Too Little Too Late,pop,0.421,0.799,6,-5.183,0,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408,221720,4
98,2aGw77pZqli064JiPuXYRi,Nelly Furtado,I'm Like A Bird,pop,0.623,0.607,10,-5.113,1,0.0353,0.147,3.29e-06,0.227,0.614,89.654,243160,4
99,3TCauNPqFiniaYHBvEVoHG,Christina Aguilera,Beautiful,pop,0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19,238560,4
100,0LzrhCZFXW94Y8nwtTuRlw,Gwen Stefani,Hollaback Girl,pop,0.926,0.916,10,-2.221,0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,199853,4
101,6e40mgJiCid5HRAGrbpGA6,Backstreet Boys,I Want It That Way,pop,0.689,0.702,6,-5.642,0,0.0261,0.216,0.0,0.159,0.484,99.031,213600,4
102,3oobWqIgYrSRg18uqRuPIF,Jamelia,Superstar,pop,0.801,0.645,1,-6.93,1,0.0356,0.0457,0.0,0.0357,0.824,110.01,215480,4
103,1X1DWw2pcNZ8zSub3uhlNz,The Script & will.i.am,Hall of Fame (feat. will.i.am),pop,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,202533,4
104,42nSaPdT6g3ZIMHmKLlP2p,Jennifer Lopez,Let's Get Loud,pop,0.82,0.937,5,-4.81,0,0.0549,0.135,0.000122,0.35,0.906,130.992,239400,4
105,1gZ7i4qxXkHZb1r6eioaAP,The Pussycat Dolls & Busta Rhymes,Don't Cha,pop,0.877,0.637,1,-3.493,0,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,272080,4
106,4stm6lf1vQBSl7Eq4Npzr0,Mattafix,Big City Life,pop,0.69,0.618,2,-9.36,1,0.0904,0.0175,3.26e-06,0.0891,0.733,174.038,240893,4
107,3DOxMCaNBNvnjSzpHUSjE3,JoJo,Leave (Get Out),pop,0.697,0.565,5,-6.899,1,0.201,0.161,4.73e-05,0.082,0.457,87.043,242840,4
108,16MJqq0vEuW6GRX6faetTm,Atomic Kitten,Whole Again,pop,0.747,0.706,4,-4.653,1,0.0413,0.0844,0.00355,0.174,0.567,94.019,185013,4
109,003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,rock,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973,4
110,2HZLXBOnaSRhXStMLrq9fD,Ghost,Mary On A Cross,rock,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,244804,4
111,37ZJ0p5Jm13JPevGcx4SkF,Bon Jovi,Livin' On A Prayer,rock,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293,4
112,60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,In the End,rock,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880,4
113,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,Back In Black,rock,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
114,40riOy7x9W7GXjyGp4pjAv,Eagles,Hotel California - 2013 Remaster,rock,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4
115,2374M0fQpWi3dLnB54qaLX,TOTO,Africa,rock,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,4
116,0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,rock,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800,4
117,2DlHlPMa4M17kufBvI2lEN,System Of A Down,Chop Suey!,rock,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,210240,4
118,2Cdvbe2G4hZsnhNMKyGrie,Joan Jett & the Blackhearts,I Love Rock 'N Roll,rock,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,175173,4
119,48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,Californication,rock,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,329733,4
120,07q0QVgO56EorrSGHC48y3,KISS,I Was Made For Lovin' You,rock,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,271240,4
121,2nLtzopw4rPReszdYBJU6h,Linkin Park,Numb,rock,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,185587,4
122,7e89621JPkKaeDSTQ3avtg,Lynyrd Skynyrd,Sweet Home Alabama,rock,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800,4
123,6gqW48WKOxrBEG2KfShI8W,Alice Merton,No Roots,rock,0.863,0.657,7,-7.295,1,0.105,0.264,0.00619,0.0713,0.829,115.958,235813,4
